School,Semester,Grade,Subject,Class,Student Name,Score
Cronin High School,Fall-2019,12th-Grade,Visual Arts,Ceramics,Edyth Weissnat,84
Cronin High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion and retail merchandising,Edyth Weissnat,91
Cronin High School,Fall-2019,12th-Grade,Family and Consumer Science,Culinary arts,Edyth Weissnat,76
Cronin High School,Fall-2019,12th-Grade,Vocational Education,Fire science,Theron Will,99
Cronin High School,Fall-2019,12th-Grade,Visual Arts,3-D art,Theron Will,93
Cronin High School,Fall-2019,12th-Grade,Math,Probability,Theron Will,75
Cronin High School,Fall-2019,12th-Grade,Vocational Education,Auto mechanics,Theron Will,84
Cronin High School,Fall-2019,12th-Grade,Foreign Language,Japanese,Theron Will,94
Cronin High School,Fall-2019,12th-Grade,Visual Arts,Jewelry design,Kari Koepp,90
Cronin High School,Fall-2019,12th-Grade,Family and Consumer Science,Early childhood education,Kari Koepp,89
Cronin High School,Fall-2019,12th-Grade,Foreign Language,Portuguese,Kari Koepp,95
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP Computer Science Principles,Kari Koepp,79
Cronin High School,Fall-2019,12th-Grade,Foreign Language,American Sign Language,Kari Koepp,83
Cronin High School,Fall-2019,12th-Grade,Foreign Language,Japanese,Cierra Haag,80
Cronin High School,Fall-2019,12th-Grade,Business,Consumer education,Cierra Haag,97
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP United States History,Cierra Haag,73
Cronin High School,Fall-2019,12th-Grade,Science,Geology,Cierra Haag,0
Cronin High School,Fall-2019,12th-Grade,Math,Quantitative literacy,Cierra Haag,76
Cronin High School,Fall-2019,12th-Grade,Performing Arts,Dance,Meredith Stiedemann,94
Cronin High School,Fall-2019,12th-Grade,Sciences,AP Biology,Meredith Stiedemann,76
Cronin High School,Fall-2019,12th-Grade,Visual Arts,Drawing,Meredith Stiedemann,97
Cronin High School,Fall-2019,12th-Grade,Vocational Education,Cosmetology,Meredith Stiedemann,90
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP Computer Science A,Meredith Stiedemann,78
Cronin High School,Fall-2019,12th-Grade,Sciences,AP Physics 2 (Algebra-Based),Zella Mante,98
Cronin High School,Fall-2019,12th-Grade,Physical Education,Racket sports,Zella Mante,84
Cronin High School,Fall-2019,12th-Grade,Arts,AP Studio art (2-D design),Zella Mante,81
Cronin High School,Fall-2019,12th-Grade,English,Poetry,Zella Mante,89
Cronin High School,Fall-2019,12th-Grade,Physical Education,Dance,Zella Mante,84
Cronin High School,Fall-2019,12th-Grade,Sciences,AP Environmental Science,Mathias Haley,77
Cronin High School,Fall-2019,12th-Grade,Physical Education,Specialized sports,Mathias Haley,76
Cronin High School,Fall-2019,12th-Grade,Family and Consumer Science,Chemistry of foods,Mathias Haley,95
Cronin High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Media technology,Mathias Haley,99
Cronin High School,Fall-2019,12th-Grade,Math,Probability,Mathias Haley,90
Cronin High School,Fall-2019,12th-Grade,Business,Consumer education,Lucienne Erdman,96
Cronin High School,Fall-2019,12th-Grade,Business,Accounting,Lucienne Erdman,78
Cronin High School,Fall-2019,12th-Grade,Science,Physical science,Lucienne Erdman,94
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP Comparative government and politics,Lucienne Erdman,97
Cronin High School,Fall-2019,12th-Grade,Science,Zoology,Lucienne Erdman,88
Cronin High School,Fall-2019,12th-Grade,English,Modern literature,Ernesto Hagenes,72
Cronin High School,Fall-2019,12th-Grade,Social Studies,Women’s studies,Ernesto Hagenes,87
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP Psychology,Ernesto Hagenes,71
Cronin High School,Fall-2019,12th-Grade,Math,Consumer math,Ernesto Hagenes,88
Cronin High School,Fall-2019,12th-Grade,Vocational Education,Auto mechanics,Ernesto Hagenes,71
Cronin High School,Fall-2019,12th-Grade,Math,Consumer math,Kayley Marquardt,89
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP Microeconomics,Kayley Marquardt,0
Cronin High School,Fall-2019,12th-Grade,Science,Biology,Kayley Marquardt,76
Cronin High School,Fall-2019,12th-Grade,Family and Consumer Science,Interior design,Kayley Marquardt,95
Cronin High School,Fall-2019,12th-Grade,Arts,AP Studio art (2-D design),Kayley Marquardt,80
Cronin High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Media technology,Nelle Hackett,79
Cronin High School,Fall-2019,12th-Grade,Arts,AP Art history,Nelle Hackett,94
Cronin High School,Fall-2019,12th-Grade,Math,Geometry,Nelle Hackett,70
Cronin High School,Fall-2019,12th-Grade,Family and Consumer Science,Home economics,Nelle Hackett,74
Cronin High School,Fall-2019,12th-Grade,Sciences,AP Biology,Nelle Hackett,84
Cronin High School,Fall-2019,12th-Grade,Business,Entrepreneurial skills,Devan Ullrich,75
Cronin High School,Fall-2019,12th-Grade,Vocational Education,JROTC (Junior Reserve Officers' Training Corps),Devan Ullrich,88
Cronin High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Latin,Devan Ullrich,77
Cronin High School,Fall-2019,12th-Grade,Visual Arts,Digital media,Devan Ullrich,73
Cronin High School,Fall-2019,12th-Grade,Math,Math applications,Devan Ullrich,95
Cronin High School,Fall-2019,12th-Grade,Math,Pre-algebra,Tamara Schamberger,94
Cronin High School,Fall-2019,12th-Grade,Math,Geometry,Tamara Schamberger,71
Cronin High School,Fall-2019,12th-Grade,Math,Practical math,Tamara Schamberger,85
Cronin High School,Fall-2019,12th-Grade,Science,Chemistry,Tamara Schamberger,79
Cronin High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Music production,Tamara Schamberger,91
Cronin High School,Fall-2019,12th-Grade,English,Creative writing,Dixie Windler,95
Cronin High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Web design,Dixie Windler,95
Cronin High School,Fall-2019,12th-Grade,Performing Arts,Piano,Dixie Windler,99
Cronin High School,Fall-2019,12th-Grade,Performing Arts,Concert band,Dixie Windler,93
Cronin High School,Fall-2019,12th-Grade,Business,Accounting,Dixie Windler,74
Cronin High School,Fall-2019,12th-Grade,English,Rhetoric,Astrid Schimmel,79
Cronin High School,Fall-2019,12th-Grade,Vocational Education,Criminal justice,Astrid Schimmel,88
Cronin High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion and retail merchandising,Astrid Schimmel,84
Cronin High School,Fall-2019,12th-Grade,Science,Zoology,Astrid Schimmel,91
Cronin High School,Fall-2019,12th-Grade,English,Debate,Astrid Schimmel,100
Cronin High School,Fall-2019,12th-Grade,Physical Education,Specialized sports,Magali Gerlach,70
Cronin High School,Fall-2019,12th-Grade,History & Social Science,Math & Computer Science,Magali Gerlach,87
Cronin High School,Fall-2019,12th-Grade,Science,Environmental science,Magali Gerlach,82
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP Computer Science Principles,Magali Gerlach,93
Cronin High School,Fall-2019,12th-Grade,Physical Education,Aerobics,Magali Gerlach,81
Cronin High School,Fall-2019,12th-Grade,Foreign Language,Latin,Carissa McLaughlin,82
Cronin High School,Fall-2019,12th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Carissa McLaughlin,87
Cronin High School,Fall-2019,12th-Grade,Performing Arts,Concert band,Carissa McLaughlin,82
Cronin High School,Fall-2019,12th-Grade,Math,Pre-algebra,Carissa McLaughlin,77
Cronin High School,Fall-2019,12th-Grade,Visual Arts,Photography,Carissa McLaughlin,95
Cronin High School,Fall-2019,12th-Grade,Vocational Education,Hospitality and tourism,Maya Lind,75
Cronin High School,Fall-2019,12th-Grade,Family and Consumer Science,Family studies,Maya Lind,70
Cronin High School,Fall-2019,12th-Grade,Performing Arts,Percussion,Maya Lind,83
Cronin High School,Fall-2019,12th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Maya Lind,98
Cronin High School,Fall-2019,12th-Grade,Arts,AP Music theory,Maya Lind,95
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP Computer Science A,Marta Goldner,88
Cronin High School,Fall-2019,12th-Grade,English,Creative writing,Marta Goldner,70
Cronin High School,Fall-2019,12th-Grade,World Languages and Cultures,AP German Language and Culture,Marta Goldner,71
Cronin High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Web programming,Marta Goldner,94
Cronin High School,Fall-2019,12th-Grade,Performing Arts,Choir,Marta Goldner,92
Cronin High School,Fall-2019,12th-Grade,Family and Consumer Science,Culinary arts,Eldridge Wilkinson,73
Cronin High School,Fall-2019,12th-Grade,Vocational Education,Cosmetology,Eldridge Wilkinson,78
Cronin High School,Fall-2019,12th-Grade,Performing Arts,Jazz band,Eldridge Wilkinson,77
Cronin High School,Fall-2019,12th-Grade,Social Studies,Women’s studies,Eldridge Wilkinson,78
Cronin High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Computer programming,Eldridge Wilkinson,77
Cronin High School,Fall-2019,12th-Grade,English,Contemporary literature,Marjolaine Runte,78
Cronin High School,Fall-2019,12th-Grade,Visual Arts,Printmaking,Marjolaine Runte,96
Cronin High School,Fall-2019,12th-Grade,Arts,AP Music theory,Marjolaine Runte,83
Cronin High School,Fall-2019,12th-Grade,Foreign Language,Ancient Greek,Marjolaine Runte,97
Cronin High School,Fall-2019,12th-Grade,English,Poetry,Marjolaine Runte,79
Cronin High School,Fall-2019,12th-Grade,Family and Consumer Science,Home economics,Soledad Rippin,91
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP European history,Soledad Rippin,96
Cronin High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Film production,Soledad Rippin,99
Cronin High School,Fall-2019,12th-Grade,Vocational Education,Criminal justice,Soledad Rippin,90
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP World History,Soledad Rippin,83
Cronin High School,Fall-2019,12th-Grade,English,American literature,Blaze Senger,0
Cronin High School,Fall-2019,12th-Grade,Business,Entrepreneurial skills,Blaze Senger,70
Cronin High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion and retail merchandising,Blaze Senger,88
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP Calculus AB,Blaze Senger,80
Cronin High School,Fall-2019,12th-Grade,Visual Arts,Printmaking,Blaze Senger,0
Cronin High School,Fall-2019,12th-Grade,English,Humanities,Felton Pfannerstill,76
Cronin High School,Fall-2019,12th-Grade,Business,Accounting,Felton Pfannerstill,71
Cronin High School,Fall-2019,12th-Grade,Arts,AP Music theory,Felton Pfannerstill,86
Cronin High School,Fall-2019,12th-Grade,Business,Personal finance,Felton Pfannerstill,74
Cronin High School,Fall-2019,12th-Grade,Visual Arts,Jewelry design,Felton Pfannerstill,87
Cronin High School,Fall-2019,12th-Grade,Business,Consumer education,Jewell Rempel,99
Cronin High School,Fall-2019,12th-Grade,English,Modern literature,Jewell Rempel,71
Cronin High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion construction,Jewell Rempel,74
Cronin High School,Fall-2019,12th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Jewell Rempel,99
Cronin High School,Fall-2019,12th-Grade,Arts,AP Studio art (3-D design),Jewell Rempel,80
Cronin High School,Fall-2019,12th-Grade,English,British literature,Bret Schinner,75
Cronin High School,Fall-2019,12th-Grade,Science,Earth science,Bret Schinner,90
Cronin High School,Fall-2019,12th-Grade,Science,Environmental science,Bret Schinner,95
Cronin High School,Fall-2019,12th-Grade,English,American literature,Bret Schinner,92
Cronin High School,Fall-2019,12th-Grade,Science,Agriculture,Bret Schinner,89
Cronin High School,Fall-2019,12th-Grade,History & Social Science,AP Microeconomics,Ted Miller,95
Cronin High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Typing,Ted Miller,86
Cronin High School,Fall-2019,12th-Grade,English,Debate,Ted Miller,84
Cronin High School,Fall-2019,12th-Grade,Sciences,AP Biology,Ted Miller,0
Cronin High School,Fall-2019,12th-Grade,Visual Arts,Photography,Ted Miller,84
Ullrich High School,Fall-2019,9th-Grade,Sciences,AP Chemistry,Sharon Volkman,100
Ullrich High School,Fall-2019,9th-Grade,Family and Consumer Science,Home economics,Sharon Volkman,71
Ullrich High School,Fall-2019,9th-Grade,Arts,AP Studio art (drawing),Sharon Volkman,100
Ullrich High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Sharon Volkman,83
Ullrich High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Sharon Volkman,83
Ullrich High School,Fall-2019,9th-Grade,Sciences,AP Environmental Science,Ewell Kautzer,92
Ullrich High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Media technology,Ewell Kautzer,81
Ullrich High School,Fall-2019,9th-Grade,Vocational Education,Fire science,Ewell Kautzer,84
Ullrich High School,Fall-2019,9th-Grade,Family and Consumer Science,Home economics,Ewell Kautzer,81
Ullrich High School,Fall-2019,9th-Grade,English,World literature,Ewell Kautzer,75
Ullrich High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Graphic design,Bo Berge,88
Ullrich High School,Fall-2019,9th-Grade,Visual Arts,3-D art,Bo Berge,87
Ullrich High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Italian Language and Culture,Bo Berge,97
Ullrich High School,Fall-2019,9th-Grade,Social Studies,Global studies,Bo Berge,95
Ullrich High School,Fall-2019,9th-Grade,Business,Marketing,Bo Berge,93
Ullrich High School,Fall-2019,9th-Grade,Science,Geology,Jaquan Walker,85
Ullrich High School,Fall-2019,9th-Grade,Vocational Education,Metalworking,Jaquan Walker,96
Ullrich High School,Fall-2019,9th-Grade,Sciences,AP Biology,Jaquan Walker,88
Ullrich High School,Fall-2019,9th-Grade,English,Works of Shakespeare,Jaquan Walker,97
Ullrich High School,Fall-2019,9th-Grade,Business,Accounting,Jaquan Walker,73
Ullrich High School,Fall-2019,9th-Grade,Performing Arts,Theater technology,Vickie Oberbrunner,86
Ullrich High School,Fall-2019,9th-Grade,Family and Consumer Science,Home economics,Vickie Oberbrunner,75
Ullrich High School,Fall-2019,9th-Grade,Arts,AP Music theory,Vickie Oberbrunner,0
Ullrich High School,Fall-2019,9th-Grade,World Languages and Cultures,AP German Language and Culture,Vickie Oberbrunner,96
Ullrich High School,Fall-2019,9th-Grade,History & Social Science,AP Macroeconomics,Vickie Oberbrunner,86
Ullrich High School,Fall-2019,9th-Grade,Performing Arts,Orchestra,Vivienne Borer,70
Ullrich High School,Fall-2019,9th-Grade,Performing Arts,Choir,Vivienne Borer,93
Ullrich High School,Fall-2019,9th-Grade,Sciences,AP Chemistry,Vivienne Borer,88
Ullrich High School,Fall-2019,9th-Grade,History & Social Science,AP Comparative government and politics,Vivienne Borer,74
Ullrich High School,Fall-2019,9th-Grade,English,British literature,Vivienne Borer,79
Ullrich High School,Fall-2019,9th-Grade,English,English language and composition,John Orn,99
Ullrich High School,Fall-2019,9th-Grade,Performing Arts,Dance,John Orn,79
Ullrich High School,Fall-2019,9th-Grade,Visual Arts,Film production,John Orn,85
Ullrich High School,Fall-2019,9th-Grade,Performing Arts,Orchestra,John Orn,82
Ullrich High School,Fall-2019,9th-Grade,Math,Integrated math,John Orn,70
Ullrich High School,Fall-2019,9th-Grade,Social Studies,US government,Kirstin Dicki,77
Ullrich High School,Fall-2019,9th-Grade,Physical Education,Dance,Kirstin Dicki,96
Ullrich High School,Fall-2019,9th-Grade,Physical Education,Pilates,Kirstin Dicki,86
Ullrich High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Computer programming,Kirstin Dicki,70
Ullrich High School,Fall-2019,9th-Grade,Performing Arts,Theater technology,Kirstin Dicki,75
Ullrich High School,Fall-2019,9th-Grade,Physical Education,Specialized sports,Alf Schumm,77
Ullrich High School,Fall-2019,9th-Grade,Sciences,AP Biology,Alf Schumm,0
Ullrich High School,Fall-2019,9th-Grade,Science,Biology,Alf Schumm,81
Ullrich High School,Fall-2019,9th-Grade,Math,Integrated math,Alf Schumm,0
Ullrich High School,Fall-2019,9th-Grade,Visual Arts,Jewelry design,Alf Schumm,97
Ullrich High School,Fall-2019,9th-Grade,Sciences,AP Physics 1 (Algebra-Based),Erik Zboncak,71
Ullrich High School,Fall-2019,9th-Grade,Science,Chemistry,Erik Zboncak,78
Ullrich High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Computer repair,Erik Zboncak,93
Ullrich High School,Fall-2019,9th-Grade,World Languages and Cultures,AP French Language and Culture,Erik Zboncak,81
Ullrich High School,Fall-2019,9th-Grade,History & Social Science,AP Comparative government and politics,Erik Zboncak,100
Ullrich High School,Fall-2019,9th-Grade,Family and Consumer Science,Home economics,Angelita Strosin,94
Ullrich High School,Fall-2019,9th-Grade,Business,Business law,Angelita Strosin,74
